antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
dessert,other vegetables,0.03711235383833249,0.1934926283680732,0.011591255719369599,0.31232876712328766,1.6141636493208271,1.0,0.004410288830264696,1.1728095244846743,0.39514903944126417,0.052924791086350974,0.14734662438950255,0.1861170898149281
yogurt,other vegetables,0.13950177935943062,0.1934926283680732,0.04341637010676157,0.3112244897959184,1.6084565723294046,1.0,0.016423804156482313,1.1709292210359827,0.43961274051173577,0.14992977528089887,0.14597741517181761,0.2678035218291205
bottled water,whole milk,0.11052364006100661,0.25551601423487547,0.03436705643111337,0.31094756209751606,1.2169396232507244,1.0,0.0061264964439949506,1.0804460514375038,0.20041740732623908,0.10361741263028815,0.07445633341014345,0.22272407949682804
"whole milk, other vegetables",root vegetables,0.07483477376715811,0.10899847483477376,0.023182511438739197,0.30978260869565216,2.84208204899416,1.0,0.015025635233513626,1.2908998474834772,0.7005724554269507,0.14430379746835445,0.225346565847511,0.2612345879299156
berries,other vegetables,0.033248601931875954,0.1934926283680732,0.010269445856634469,0.308868501529052,1.5962804585066874,1.0,0.0038360864792719935,1.166937657184248,0.38639061634392297,0.04744011272898074,0.14305619169670025,0.18097129753278662
rolls/buns,whole milk,0.18393492628368074,0.25551601423487547,0.05663446873411286,0.30790491984521834,1.2050317893663836,1.0,0.009636149491521126,1.0756961104226122,0.2084960861043618,0.14794156706507303,0.07036941910375884,0.264776176595908
"whole milk, other vegetables",yogurt,0.07483477376715811,0.13950177935943062,0.02226741230299949,0.2975543478260869,2.132978870896184,1.0,0.011827828204520493,1.225003269615975,0.5741375563876003,0.11593435680254102,0.18367564821807453,0.2285876695398656
"yogurt, other vegetables",root vegetables,0.04341637010676157,0.10899847483477376,0.012913065582104729,0.297423887587822,2.728697700024468,1.0,0.008180747457605653,1.2681921708185053,0.6622785433070866,0.09256559766763849,0.21147597106313243,0.20794701842077667
"whole milk, root vegetables",yogurt,0.048906964921199794,0.13950177935943062,0.014539908490086425,0.2972972972972973,2.1311362382790953,1.0,0.007717299860509798,1.2245551601423488,0.5580597508115147,0.08362573099415203,0.1833769253124092,0.20076235127255534
salty snack,whole milk,0.03782409761057448,0.25551601423487547,0.011184544992374174,0.29569892473118276,1.1572618084883335,1.0,0.0015198823288893049,1.0570535981092608,0.1412333202040481,0.03963963963963964,0.05397417710068044,0.16973565416821773
whole milk,other vegetables,0.25551601423487547,0.1934926283680732,0.07483477376715811,0.2928770393951452,1.5136340948246205,1.0,0.025394308582718045,1.140547566072612,0.4558034229778036,0.19999999999999996,0.12322814957781808,0.3398173951573729
fruit/vegetable juice,other vegetables,0.0722928317234367,0.1934926283680732,0.021047280122013217,0.2911392405063291,1.5046528798632406,1.0,0.007059150099674626,1.1377514706950396,0.3615309837409222,0.0859991690901537,0.12107342793491513,0.1999574289762334
whipped/sour cream,yogurt,0.07168276563294357,0.13950177935943062,0.02074224707676665,0.2893617021276596,2.0742509769865394,1.0,0.010742373721565982,1.210880729643915,0.5578893112557181,0.10891617725573945,0.1741548316702744,0.21902487438744495
brown bread,other vegetables,0.06487036095577021,0.1934926283680732,0.018708693441789527,0.28840125391849525,1.490502539300263,1.0,0.0061567567972719145,1.1333737953770247,0.35191414024421946,0.07806533729316928,0.11767855929001522,0.1925453458241977
sausage,other vegetables,0.09395017793594305,0.1934926283680732,0.026944585663446874,0.2867965367965368,1.4822091116100575,1.0,0.008765918798973094,1.1308236895112296,0.3590656449628719,0.10343481654957065,0.11568884762908972,0.21302517328528892
"rolls/buns, other vegetables",root vegetables,0.042602948652770714,0.10899847483477376,0.012201321809862735,0.2863961813842482,2.6275246678302997,1.0,0.007557665383246548,1.2485941105158187,0.6469767771169641,0.08752735229759302,0.19909921760973198,0.19916823994585545
long life bakery product,other vegetables,0.037417386883579054,0.1934926283680732,0.010676156583629894,0.28532608695652173,1.474609598117389,1.0,0.0034361680488611147,1.128497006694103,0.3343654901487373,0.048476454293628804,0.11386561588721524,0.17025106239575954
salty snack,other vegetables,0.03782409761057448,0.1934926283680732,0.010777834265378749,0.28494623655913975,1.472646472180315,1.0,0.003459150203058135,1.1278975272446494,0.33356727991242946,0.04887044721069617,0.11339463395854002,0.17032388023437808
"whole milk, tropical fruit",root vegetables,0.04229791560752415,0.10899847483477376,0.011997966446365024,0.2836538461538462,2.602365276980483,1.0,0.007387558156454918,1.2438142096266247,0.6429287358224721,0.08613138686131387,0.196021405560091,0.19686423650975893
"yogurt, other vegetables",tropical fruit,0.04341637010676157,0.10493136756481952,0.012302999491611592,0.28337236533957844,2.700549625111196,1.0,0.007747260401608751,1.2490010001628171,0.6582853699330973,0.09043348281016442,0.1993601287191587,0.20031021367754115
frankfurter,other vegetables,0.058973055414336555,0.1934926283680732,0.016471784443314694,0.2793103448275862,1.44351930708319,1.0,0.005060932948298683,1.1190772142261185,0.32650352495481255,0.06979750107712195,0.10640661136905073,0.18221954445793392
tropical fruit,yogurt,0.10493136756481952,0.13950177935943062,0.029283172343670564,0.27906976744186046,2.0004746084480303,1.0,0.014645059857759797,1.1935943060498222,0.5587489113559772,0.13610586011342155,0.16219439475253428,0.24449115194250456
"whole milk, yogurt",rolls/buns,0.05602440264361973,0.18393492628368074,0.015556685307574987,0.2776769509981851,1.5096477684174407,1.0,0.005251840937233543,1.1297785317027436,0.35762982487264605,0.06932487539646578,0.11487077162561059,0.1811270327130229
napkins,other vegetables,0.05236400610066091,0.1934926283680732,0.01443823080833757,0.2757281553398058,1.4250059946226958,1.0,0.00430618163603887,1.1135423495722314,0.31472903947288877,0.06239015817223198,0.10196500350062913,0.1751735889678535
"whole milk, rolls/buns",yogurt,0.05663446873411286,0.13950177935943062,0.015556685307574987,0.2746858168761221,1.9690488403619975,1.0,0.007656076146090204,1.1863799725168247,0.5216859899093645,0.08614864864864864,0.15709972928945537,0.1931009259307724
chocolate,soda,0.04961870869344179,0.17437722419928825,0.013523131672597865,0.2725409836065574,1.5629391100702577,1.0,0.004870758982282394,1.1349406044809782,0.3789845320479975,0.0642512077294686,0.11889662238552855,0.1750460020073603
"root vegetables, other vegetables",yogurt,0.047381799694966954,0.13950177935943062,0.012913065582104729,0.27253218884120173,1.9536108434790225,1.0,0.006303220215404711,1.1828677605265645,0.5124060501082897,0.07422559906487435,0.15459696056401026,0.1825488932544201
"whole milk, yogurt",tropical fruit,0.05602440264361973,0.10493136756481952,0.015149974580579562,0.2704174228675136,2.5770885212228642,1.0,0.009271257394182454,1.2268229265467274,0.6482849905589179,0.10390516039051602,0.1848864425652614,0.20739863391437693
pip fruit,tropical fruit,0.07564819522114896,0.10493136756481952,0.02043721403152008,0.2701612903225806,2.5746475681420353,1.0,0.012499345453154474,1.2263923803531753,0.6616499506646725,0.1276190476190476,0.18460028289476094,0.23246436609152288
"rolls/buns, other vegetables",yogurt,0.042602948652770714,0.13950177935943062,0.011489578037620742,0.26968973747016706,1.9332351078856362,1.0,0.00554639089460077,1.178263903426139,0.5042133141856077,0.06734207389749701,0.15129369821801877,0.17602562675257624
"yogurt, other vegetables",rolls/buns,0.04341637010676157,0.18393492628368074,0.011489578037620742,0.26463700234192034,1.4387534096366978,1.0,0.003503791202528552,1.1097445429199628,0.3187947745469868,0.05322656617993405,0.09889171667490484,0.16355122643353617
butter,yogurt,0.05541433655312659,0.13950177935943062,0.014641586171835282,0.26422018348623855,1.8940273357049242,1.0,0.006911187620651786,1.1695050629653623,0.49971594306901085,0.08121827411167512,0.14493743407623255,0.18458822585390644
bottled water,soda,0.11052364006100661,0.17437722419928825,0.028978139298423997,0.2621895124195032,1.5035765916302124,1.0,0.009705333736184412,1.1190174031114386,0.3765351879928446,0.1132300357568534,0.1063588490943121,0.21418513521849797
waffles,other vegetables,0.038434163701067614,0.1934926283680732,0.010066090493136757,0.2619047619047619,1.3535645472061657,1.0,0.002629363139488392,1.0926874067271266,0.2716506291635827,0.04537121906507791,0.08482518070263911,0.15696394164602256
citrus fruit,yogurt,0.08276563294356888,0.13950177935943062,0.021657346212506354,0.2616707616707617,1.8757521436092865,1.0,0.010111393147068985,1.1654668079890573,0.5090089738445452,0.10795742524075012,0.14197470649083554,0.2084592875409202
"whole milk, soda",yogurt,0.040061006609049314,0.13950177935943062,0.01047280122013218,0.26142131979695427,1.873964052626126,1.0,0.004884219515239891,1.1650731922075062,0.48583486815922694,0.06193625977149729,0.1416848257359146,0.16824710304716517
"whole milk, root vegetables",rolls/buns,0.048906964921199794,0.18393492628368074,0.012709710218607015,0.2598752598752599,1.412865218835368,1.0,0.003714011231067571,1.1026047765661504,0.307244815052384,0.057736720554272515,0.09305671329095201,0.16448710478561224
beef,rolls/buns,0.05246568378240976,0.18393492628368074,0.01362480935434672,0.2596899224806201,1.4118575940281364,1.0,0.003974537675406276,1.102328738318379,0.30786565082090345,0.06115928799634869,0.09282960224232478,0.1668819982773471
"root vegetables, other vegetables",tropical fruit,0.047381799694966954,0.10493136756481952,0.012302999491611592,0.25965665236051505,2.4745379612070404,1.0,0.007331162451936361,1.20899125424578,0.6255225382812493,0.08787218591140161,0.17286415721522955,0.18845235718800946
"whole milk, tropical fruit",rolls/buns,0.04229791560752415,0.18393492628368074,0.010981189628876462,0.25961538461538464,1.4114523536165327,1.0,0.0032011256396531585,1.102217761902561,0.3043847542201932,0.05101558809636277,0.09273826410320306,0.15965843857634904
"whole milk, yogurt",root vegetables,0.05602440264361973,0.10899847483477376,0.014539908490086425,0.2595281306715063,2.3810253406289785,1.0,0.008433334048402609,1.2032888244265676,0.6144362961467659,0.09662162162162162,0.16894433015568466,0.196461826529783
fruit/vegetable juice,yogurt,0.0722928317234367,0.13950177935943062,0.018708693441789527,0.2587904360056259,1.8551049111627773,1.0,0.008623714781438214,1.1609378270881305,0.49686683948687643,0.09689310163243811,0.13862742976667028,0.19645061158881877
sausage,soda,0.09395017793594305,0.17437722419928825,0.024300965937976614,0.25865800865800864,1.483324498630621,1.0,0.007918194696477646,1.1136867807881132,0.35962556738439494,0.09958333333333333,0.10208146738319152,0.19900830462054953
frozen vegetables,yogurt,0.04809354346720895,0.13950177935943062,0.012404677173360447,0.25792811839323465,1.8489235017474217,1.0,0.005695542283984678,1.1595887702649268,0.4823422905992483,0.07080673244341264,0.137625315419764,0.17342470059603424
"root vegetables, other vegetables",rolls/buns,0.047381799694966954,0.18393492628368074,0.012201321809862735,0.2575107296137339,1.4000099644837327,1.0,0.003486153975780861,1.0990934229820948,0.2999306222649161,0.055684454756380515,0.09015923570284982,0.16192286066092995
chocolate,other vegetables,0.04961870869344179,0.1934926283680732,0.012709710218607015,0.25614754098360654,1.3238103339851657,1.0,0.0031088558572832,1.084230295747604,0.25737541457152024,0.05516328331862312,0.07768672031943649,0.16091665015549217
fruit/vegetable juice,soda,0.0722928317234367,0.17437722419928825,0.01840366039654296,0.2545710267229255,1.459886908349838,1.0,0.0057974370711038215,1.1075807426307662,0.3395634366045717,0.08062360801781739,0.09713128667733646,0.1800551926617543
bottled beer,whole milk,0.08052872394509406,0.25551601423487547,0.02043721403152008,0.2537878787878788,0.9932366843926732,1.0,-0.0001391645423509287,0.9976841230558015,-0.007351302820593646,0.06475515463917526,-0.002321252679761317,0.16688598077873842
pastry,other vegetables,0.08896797153024912,0.1934926283680732,0.02257244534824606,0.2537142857142857,1.3112348922753547,1.0,0.005357798696282251,1.0806951763827504,0.26053983671171166,0.0868544600938967,0.07466969238527485,0.18518609713985437
chicken,root vegetables,0.04290798169801729,0.10899847483477376,0.010879511947127605,0.2535545023696682,2.32622064440829,1.0,0.0062026073838053345,1.1936591860943664,0.595677483218178,0.07714491708723864,0.16223993276340143,0.17668396760274455
margarine,rolls/buns,0.05856634468734113,0.18393492628368074,0.014743263853584139,0.2517361111111111,1.3686150651065658,1.0,0.003970867560813411,1.090611328214849,0.2860895829221149,0.06473214285714285,0.08308306164686986,0.16594544637921504
shopping bags,soda,0.09852567361464158,0.17437722419928825,0.024605998983223184,0.2497420020639835,1.4321939302036606,1.0,0.007425365505936931,1.1004518153382252,0.33475222458160353,0.0990990990990991,0.09128233870680762,0.19542493689205007
shopping bags,whole milk,0.09852567361464158,0.25551601423487547,0.024504321301474327,0.24871001031991746,0.9733636894136045,1.0,-0.0006705661203451237,0.9909409096241837,-0.02946172909489957,0.07435976550447393,-0.009141907744279153,0.17230566174571282
newspapers,rolls/buns,0.07981698017285206,0.18393492628368074,0.019725470259278087,0.2471337579617834,1.3435934270614371,1.0,0.0050443398949985355,1.0839443026519637,0.2779090960870307,0.08083333333333333,0.07744337273288558,0.17718766394496024
domestic eggs,rolls/buns,0.06344687341128623,0.18393492628368074,0.015658362989323844,0.24679487179487178,1.3417510028206543,1.0,0.003988267005488887,1.083456608508475,0.27196026208077007,0.06757349714787186,0.07702810417425415,0.16596238891015008
yogurt,rolls/buns,0.13950177935943062,0.18393492628368074,0.03436705643111337,0.2463556851311953,1.339363274331291,1.0,0.0087078069281942,1.0828252235384817,0.2944533356825777,0.11888849806542384,0.07648992814170266,0.2165996225545418
"whole milk, root vegetables",tropical fruit,0.048906964921199794,0.10493136756481952,0.011997966446365024,0.24532224532224534,2.337930506535158,1.0,0.006866091733738873,1.186027581821823,0.6016985391910649,0.0845878136200717,0.156849288054559,0.17983166529678157
other vegetables,root vegetables,0.1934926283680732,0.10899847483477376,0.047381799694966954,0.24487651077246453,2.2466049285887957,1.0,0.026291398311075295,1.1799414769585426,0.688008479803653,0.18573136707851734,0.15250034045956734,0.339789001654889
white bread,soda,0.042094560244026434,0.17437722419928825,0.010269445856634469,0.24396135265700483,1.399043675441191,1.0,0.0029291132873914254,1.0920377929121234,0.29776011249357615,0.04980276134122288,0.08428077627852741,0.15142674046844412
margarine,yogurt,0.05856634468734113,0.13950177935943062,0.014234875444839857,0.24305555555555555,1.7423115079365077,1.0,0.006064766150378034,1.136804988736165,0.45255427151960254,0.07743362831858407,0.12034165058358606,0.17254818594104307
butter,rolls/buns,0.05541433655312659,0.18393492628368074,0.013421453990849009,0.24220183486238533,1.3167800143015809,1.0,0.0032288220818905942,1.0768897461873947,0.25468490067521277,0.0594059405940594,0.07139983128227755,0.157585162870662
newspapers,other vegetables,0.07981698017285206,0.1934926283680732,0.019318759532282664,0.24203821656050956,1.2508911507475624,1.0,0.0038747622502351316,1.0640475407244747,0.21796743239313748,0.07606084867894315,0.06019236760875082,0.17094028536906192
frozen vegetables,root vegetables,0.04809354346720895,0.10899847483477376,0.011591255719369599,0.24101479915433405,2.211175885898205,1.0,0.006349132832043926,1.1739379426271646,0.5754262284637037,0.07966457023060797,0.14816621587160508,0.1736790413682118
citrus fruit,tropical fruit,0.08276563294356888,0.10493136756481952,0.0199288256227758,0.2407862407862408,2.2947022074929055,1.0,0.011244114570639238,1.1789415320424546,0.6151247995041049,0.1187878787878788,0.1517815151803565,0.2153543607031979
"whole milk, other vegetables",rolls/buns,0.07483477376715811,0.18393492628368074,0.017895271987798677,0.23913043478260868,1.3000817170187706,1.0,0.0041305433914805255,1.0725426683128767,0.24948795571940965,0.07429295061207258,0.0676361607384695,0.16821087797726342
whipped/sour cream,root vegetables,0.07168276563294357,0.10899847483477376,0.01708185053380783,0.23829787234042554,2.186249603048587,1.0,0.009268538407878446,1.1697506056638445,0.5844938194335786,0.10441267868241146,0.1451169205144454,0.19750714512543666
pip fruit,yogurt,0.07564819522114896,0.13950177935943062,0.017996949669547534,0.2379032258064516,1.7053777156023697,1.0,0.007443891830867678,1.129119358300853,0.4474699320803401,0.09128416709644145,0.11435403826142637,0.18345598608106836
chocolate,rolls/buns,0.04961870869344179,0.18393492628368074,0.01179461108286731,0.2377049180327869,1.2923316024612819,1.0,0.0026679975570476668,1.0705369784235588,0.23801477885214878,0.05318661164603392,0.06588934324102405,0.15091437167532104
root vegetables,yogurt,0.10899847483477376,0.13950177935943062,0.025826131164209457,0.2369402985074627,1.6984750989948219,1.0,0.010620649977294398,1.1276944896414307,0.4615441984507157,0.11598173515981736,0.11323500364184044,0.21103574692136984
pastry,soda,0.08896797153024912,0.17437722419928825,0.021047280122013217,0.23657142857142854,1.3566647230320699,1.0,0.0055332922039270736,1.0814669593197945,0.28857185990338163,0.0868652958455728,0.07533004926108372,0.1786355685131195
pork,root vegetables,0.05765124555160142,0.10899847483477376,0.01362480935434672,0.23633156966490299,2.16820987654321,1.0,0.00734091151689713,1.166738717710585,0.5717522658610272,0.08903654485049833,0.14291007504899245,0.1806657848324515
pastry,rolls/buns,0.08896797153024912,0.18393492628368074,0.02094560244026436,0.2354285714285714,1.2799557766721943,1.0,0.004581285155239381,1.0673496853539304,0.2400826759708736,0.08313155770782887,0.06309992524296033,0.17465182026376053
shopping bags,other vegetables,0.09852567361464158,0.1934926283680732,0.023182511438739197,0.23529411764705885,1.21603659855955,1.0,0.004118519889307278,1.054663485980212,0.19707308820212055,0.08623298033282904,0.05183026311886331,0.177552471330098
napkins,yogurt,0.05236400610066091,0.13950177935943062,0.012302999491611592,0.23495145631067962,1.684218347533188,1.0,0.0049981274661813156,1.124762902613942,0.42870127336572905,0.06851642129105323,0.11092373541480964,0.16157193806787626
tropical fruit,rolls/buns,0.10493136756481952,0.18393492628368074,0.024605998983223184,0.23449612403100775,1.274886334906004,1.0,0.005305455625342296,1.0660495646522044,0.2408936472633766,0.09311273566756445,0.06195731121915787,0.18413584532119764
"yogurt, other vegetables",whipped/sour cream,0.04341637010676157,0.07168276563294357,0.010167768174885612,0.23419203747072598,3.2670619695384255,1.0,0.007055562691889485,1.2122062968646274,0.7254092261904761,0.09689922480620154,0.17505790673872837,0.18801800455096582
butter,root vegetables,0.05541433655312659,0.10899847483477376,0.012913065582104729,0.23302752293577983,2.137897097083391,1.0,0.006872987413833077,1.1617125148685368,0.5634752464338083,0.08523489932885907,0.13920183590932267,0.17574883609475558
rolls/buns,other vegetables,0.18393492628368074,0.1934926283680732,0.042602948652770714,0.23161967938087338,1.1970465300635258,1.0,0.007012896317453533,1.0496200253828456,0.20171257256398784,0.1272395991497115,0.0472742746735867,0.2258991723231219
coffee,other vegetables,0.05805795627859685,0.1934926283680732,0.013421453990849009,0.23117338003502627,1.194739985625057,1.0,0.002187667432824626,1.0490107271112306,0.17304440126655152,0.05636208368915457,0.04672090174539629,0.15026877094236862
soda,whole milk,0.17437722419928825,0.25551601423487547,0.040061006609049314,0.22973760932944606,0.8991123707740158,1.0,-0.004495166691694093,0.9665329565383713,-0.11964634839306183,0.10276473656755347,-0.03462586892172879,0.1932611643941301
napkins,soda,0.05236400610066091,0.17437722419928825,0.011997966446365024,0.229126213592233,1.313968694273826,1.0,0.002866876414577179,1.0710219887591097,0.2521504691932786,0.05587121212121213,0.06631235353197189,0.14896543915763255
"whole milk, other vegetables",tropical fruit,0.07483477376715811,0.10493136756481952,0.01708185053380783,0.2282608695652174,2.1753349342770476,1.0,0.009229335381016049,1.1598072420286845,0.5840045216899816,0.10500000000000001,0.13778776010154645,0.195525783619818
domestic eggs,root vegetables,0.06344687341128623,0.10899847483477376,0.014336553126588714,0.22596153846153844,2.0730706443742823,1.0,0.007420940691723555,1.1511075604619072,0.5526902385445709,0.09067524115755626,0.13127145164546736,0.17874569460390355
domestic eggs,yogurt,0.06344687341128623,0.13950177935943062,0.014336553126588714,0.22596153846153844,1.6197753139717421,1.0,0.005485601390921737,1.111699564554276,0.40855175472434657,0.07601078167115903,0.10047639498632051,0.16436560888091498
bottled water,other vegetables,0.11052364006100661,0.1934926283680732,0.024809354346720894,0.22447102115915363,1.1601011524436553,1.0,0.0034238447345098545,1.0399448552359483,0.15515443342553237,0.08885651857246904,0.03841055132378668,0.17634481168309757
"whole milk, rolls/buns",root vegetables,0.05663446873411286,0.10899847483477376,0.012709710218607015,0.2244165170556553,2.058895937726091,1.0,0.006536639503511033,1.148814466474609,0.5451787023065315,0.08311170212765956,0.1295374238551147,0.1705104973337978
other vegetables,yogurt,0.1934926283680732,0.13950177935943062,0.04341637010676157,0.22438255386232264,1.6084565723294044,1.0,0.016423804156482313,1.10943639151694,0.469042186453709,0.14992977528089887,0.0986414294264378,0.2678035218291205
brown bread,yogurt,0.06487036095577021,0.13950177935943062,0.014539908490086425,0.22413793103448273,1.606703026038001,1.0,0.005490377709067946,1.1090865954922895,0.4038022432063966,0.07659346545259774,0.09835714896893981,0.16418266814114807
napkins,rolls/buns,0.05236400610066091,0.18393492628368074,0.011692933401118455,0.22330097087378642,1.2140215857068486,1.0,0.002061363799075183,1.0506837824097612,0.18603284194812464,0.052059755545495696,0.04823885478989401,0.14343600229703693
root vegetables,rolls/buns,0.10899847483477376,0.18393492628368074,0.024300965937976614,0.22294776119402987,1.2121012887469782,1.0,0.00425233950420887,1.0502061933059954,0.19639297407271053,0.09046177138531415,0.047806034306414606,0.17753247650635712
beef,yogurt,0.05246568378240976,0.13950177935943062,0.011692933401118455,0.22286821705426357,1.5976012498022465,1.0,0.004373877158163072,1.1072745183305082,0.3947736508395658,0.06486181613085167,0.09688159219292003,0.15334372951838543
whole milk,rolls/buns,0.25551601423487547,0.18393492628368074,0.05663446873411286,0.22164743334659767,1.2050317893663836,1.0,0.009636149491521126,1.0484517025813447,0.2285426914877913,0.14794156706507303,0.046212622347843006,0.264776176595908
other vegetables,rolls/buns,0.1934926283680732,0.18393492628368074,0.042602948652770714,0.22017866526537044,1.1970465300635258,1.0,0.007012896317453533,1.046476977952935,0.2041030140441965,0.1272395991497115,0.04441280499438303,0.2258991723231219
soda,rolls/buns,0.17437722419928825,0.18393492628368074,0.03833248601931876,0.21982507288629738,1.1951241524802292,1.0,0.006258424140669808,1.0460026916468517,0.1977499314003476,0.1197966317127423,0.04397951555404119,0.21411375258466334
whole milk,yogurt,0.25551601423487547,0.13950177935943062,0.05602440264361973,0.21925984878631116,1.5717351405345263,1.0,0.020379464003024997,1.1021569971813203,0.48860753783317645,0.16526694661067784,0.09268824445390171,0.3104316736642926
bottled water,rolls/buns,0.11052364006100661,0.18393492628368074,0.024199288256227757,0.21895124195032198,1.1903733911450616,1.0,0.003870130669002443,1.0448324324259588,0.17979956042773754,0.08954100827689991,0.04290872970114833,0.1752578210857193
"root vegetables, other vegetables",citrus fruit,0.047381799694966954,0.08276563294356888,0.010371123538383325,0.21888412017167383,2.644625702565617,1.0,0.006449538896623986,1.1742615798030134,0.6528057695487204,0.0865874363327674,0.14840098901323712,0.17209562273939957
citrus fruit,root vegetables,0.08276563294356888,0.10899847483477376,0.017691916624300967,0.21375921375921378,1.9611211448898018,1.0,0.008670588864717253,1.1332425648195221,0.5343101091068478,0.10163551401869161,0.1175763856352696,0.18803632329751735
root vegetables,"whole milk, other vegetables",0.10899847483477376,0.07483477376715811,0.023182511438739197,0.2126865671641791,2.84208204899416,1.0,0.015025635233513626,1.1750913773952685,0.7274345283498601,0.14430379746835445,0.14900235059453804,0.2612345879299156
frozen vegetables,rolls/buns,0.04809354346720895,0.18393492628368074,0.010167768174885612,0.2114164904862579,1.1494091674584557,1.0,0.0013216858025235385,1.0348492757850376,0.13655522324289668,0.0458295142071494,0.033675701960172735,0.1333478251215148
bottled beer,soda,0.08052872394509406,0.17437722419928825,0.016980172852058974,0.21085858585858586,1.2092094413522985,1.0,0.002937797502202716,1.0462291814946618,0.18816618670212384,0.07136752136752138,0.04418647683733891,0.15411733957652324
yogurt,tropical fruit,0.13950177935943062,0.10493136756481952,0.029283172343670564,0.20991253644314867,2.0004746084480303,1.0,0.014645059857759797,1.1328728447426821,0.5811965811965812,0.13610586011342155,0.11728840121758119,0.24449115194250456
sausage,yogurt,0.09395017793594305,0.13950177935943062,0.019623792577529234,0.2088744588744589,1.4972888506051771,1.0,0.0065175755843300594,1.0876885853240577,0.36656504768223247,0.091773656680932,0.08061920158694355,0.17477250640515948
rolls/buns,soda,0.18393492628368074,0.17437722419928825,0.03833248601931876,0.2084024322830293,1.1951241524802292,1.0,0.006258424140669808,1.0429829618879103,0.20006596598191162,0.1197966317127423,0.04121156668763463,0.21411375258466334
bottled water,yogurt,0.11052364006100661,0.13950177935943062,0.022979156075241484,0.20791168353265868,1.4903873232825786,1.0,0.0075609116254498135,1.0863665108435527,0.3699181810456802,0.10120913569189431,0.07950034355945859,0.18631735780131475
butter,"whole milk, other vegetables",0.05541433655312659,0.07483477376715811,0.011489578037620742,0.2073394495412844,2.7706297367371358,1.0,0.007342658698210353,1.1671644636502287,0.6765624851157872,0.09674657534246575,0.14322271526964853,0.1804360291184683
pork,soda,0.05765124555160142,0.17437722419928825,0.011896288764616167,0.20634920634920637,1.183349530288306,1.0,0.0018432245936963465,1.0402846975088968,0.16442017197304215,0.05404157043879908,0.03872468527640944,0.13728539034661486
pip fruit,root vegetables,0.07564819522114896,0.10899847483477376,0.015556685307574987,0.20564516129032256,1.8866792549350024,1.0,0.0073111474044665285,1.121666894624244,0.5084300137390783,0.09200240529164161,0.10846972056262952,0.17418452094366876
whipped/sour cream,"whole milk, other vegetables",0.07168276563294357,0.07483477376715811,0.014641586171835282,0.20425531914893616,2.7294172062904716,1.0,0.009277222622689735,1.1626407923246944,0.6825483753194597,0.1110254433307633,0.1398891157082962,0.19995374653098982
whipped/sour cream,rolls/buns,0.07168276563294357,0.18393492628368074,0.014641586171835282,0.20425531914893616,1.1104759888500757,1.0,0.001456621959329444,1.0255363225846792,0.10716730558598025,0.060759493670886074,0.024900456495114253,0.1419286545993437
curd,root vegetables,0.05327910523640061,0.10899847483477376,0.010879511947127605,0.20419847328244276,1.8734067021761422,1.0,0.005072170735798531,1.1196278157951525,0.49245039281244074,0.07186030893216924,0.10684605554408588,0.15200595305913184
citrus fruit,rolls/buns,0.08276563294356888,0.18393492628368074,0.01677681748856126,0.20270270270270271,1.102034870691587,1.0,0.0015533268942637402,1.0235392450001293,0.10094224587074604,0.06712774613506915,0.022997891986180047,0.146956658150688
fruit/vegetable juice,rolls/buns,0.0722928317234367,0.18393492628368074,0.014539908490086425,0.2011251758087201,1.0934583217682488,1.0,0.0012427318161975596,1.021518076430111,0.09213079774237161,0.060159865376525026,0.021064802402038642,0.14008718713045182
bottled beer,other vegetables,0.08052872394509406,0.1934926283680732,0.016166751398068124,0.20075757575757575,1.0375463781270402,1.0,0.0005850369428048816,1.0090897919944486,0.03935703421180559,0.06269716088328076,0.009007911948532203,0.14215493081100017
tropical fruit,root vegetables,0.10493136756481952,0.10899847483477376,0.021047280122013217,0.2005813953488372,1.8402220366192295,1.0,0.00960992109512084,1.1145619078430467,0.5101143055644733,0.10911966262519768,0.10278649129930548,0.19683920513710518
pastry,yogurt,0.08896797153024912,0.13950177935943062,0.017691916624300967,0.19885714285714287,1.4254810495626822,1.0,0.00528072628983205,1.074088363852351,0.327631106321839,0.08393632416787264,0.0689779038166135,0.16283965014577262
tropical fruit,soda,0.10493136756481952,0.17437722419928825,0.020843924758515507,0.1986434108527132,1.1391591520329063,1.0,0.002546284151127051,1.0302813840705376,0.1364806343735369,0.08064516129032258,0.0293913726276397,0.15908846927475312
shopping bags,rolls/buns,0.09852567361464158,0.18393492628368074,0.019522114895780377,0.19814241486068113,1.077241929328247,1.0,0.0013998023824212877,1.0177182193450625,0.07954016749379648,0.07424593967517401,0.01740974958320443,0.1521392007968414
fruit/vegetable juice,bottled water,0.0722928317234367,0.11052364006100661,0.014234875444839857,0.19690576652601968,1.7815714938209783,1.0,0.0062448085324478195,1.1075616320781512,0.47288391682845876,0.08443908323281062,0.09711570802279419,0.16285030736604572
curd,whipped/sour cream,0.05327910523640061,0.07168276563294357,0.01047280122013218,0.1965648854961832,2.7421498565318605,1.0,0.0066536076063383395,1.1554352275732485,0.671077011948494,0.09147424511545292,0.13452526274424553,0.17133208813816253
